"","type","text"
"1422","spam","Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg"
"1423","ham","Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso..."
"1424","ham","Sorry, got a late start, we're on the way"
"1425","ham","Sorry i'm not free..."
"1426","ham","* Was really good to see you the other day dudette, been missing you!"
"1427","ham","Ok..."
"1428","ham","Love you aathi..love u lot.."
"1429","spam","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599"
"1430","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"1431","ham","Hope you are having a great day."
"1432","ham","Crucify is c not s. You should have told me earlier."
"1433","ham","He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh."
"1434","ham","Sorry sent blank msg again. Yup but trying 2 do some serious studying now."
"1435","ham","Dad says hurry the hell up"
"1436","ham","I cant pick the phone right now. Pls send a message"
"1437","ham","Who's there say hi to our drugdealer"
"1438","ham","Keep my payasam there if rinu brings"
"1439","ham","Takin a shower now but yeah I'll leave when I'm done"
"1440","ham","Then u drive lor."
"1441","ham","You need to get up. Now."
"1442","ham","I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon"
"1443","ham","Why is that, princess? I bet the brothas are all chasing you!"
"1444","ham","Fyi I'm gonna call you sporadically starting at like  #  bc we are not not doin this"
"1445","ham","Boo. How's things? I'm back at home and a little bored already :-("
"1446","ham","My sister going to earn more than me da."
"1447","ham","Aiyo please u got time meh."
"1448","ham","Aiyar sorry lor forgot 2 tell u..."
"1449","ham","Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
"1450","ham","Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today..."
"1451","ham","I am going to film 2day da. At 6pm. Sorry da."
"1452","ham","I'm always looking for an excuse to be in the city."
"1453","ham","Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?"
"1454","spam","Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
"1455","ham","Yeah no probs - last night is obviously catching up with you... Speak soon "
"1456","ham","Good Morning plz call me sir"
"1457","ham","K sure am in my relatives home. Sms me de. Pls:-)"
"1458","ham","Take some small dose tablet for fever"
"1459","ham",":-) yeah! Lol. Luckily i didn't have a starring role like you!"
"1460","ham","I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u"
"1461","spam","FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk"
"1462","ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"1463","spam","Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers"
"1464","ham","Oh baby of the house. How come you dont have any new pictures on facebook"
"1465","ham","I will reach ur home in  #  minutes"
"1466","spam","100 dating service cal;l 09064012103 box334sk38ch"
"1467","spam","Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max "
"1468","ham","How much r u willing to pay?"
"1469","ham","THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x"
"1470","ham","Shall i ask one thing if you dont mistake me."
"1471","ham","All e best 4 ur exam later."
"1472","ham","Heehee that was so funny tho"
"1473","ham","She went to attend another two rounds today..but still did't reach home.."
"1474","ham","I love to give massages. I use lots of baby oil... What is your fave position?"
"1475","ham","Pls help me tell Ashley that i cant find her number oh"
"1476","ham","Can you do online transaction?"
"1477","ham","Yeah that'd pretty much be the best case scenario"
"1478","ham","do u think that any girl will propose u today by seing ur bloody face"
"1479","ham","Can you plz tell me the ans. BSLVYL sent via fullonsms.com"
"1480","ham","You should get more chicken broth if you want ramen unless there's some I don't know about"
"1481","ham","Are you comingdown later?"
"1482","ham","Most of the tiime when i don't let you hug me it's so i don't break into tears."
"1483","ham","Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num."
"1484","ham","Did you see that film:)"
"1485","ham","Company is very good.environment is terrific and food is really nice:)"
"1486","ham","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
"1487","ham","What Today-sunday..sunday is holiday..so no work.."
"1488","ham","No. She's currently in scotland for that."
"1489","ham","No she didnt. I will search online and let you know."
"1490","spam","Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05"
"1491","ham","The bus leaves at  # "
"1492","ham","We live in the next  # mins"
"1493","ham","Noice. Text me when you're here"
"1494","ham","It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
"1495","ham","Wat r u doing?"
"1496","ham","Dude ive been seeing a lotta corvettes lately"
"1497","ham","K:)k:)good:)study well."
"1498","spam","January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
"1499","ham","Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
"1500","ham","SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW."
"1501","ham","Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
"1502","ham","And he's apparently bffs with carly quick now"
"1503","ham","Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
"1504","ham","May i call You later Pls"
"1505","ham","u thk of wat to eat tonight."
"1506","ham","K...k...when will you give treat?"
"1507","ham","Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice."
"1508","ham","We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. paths are made by walking.. not by waiting.. Goodnight!"
"1509","spam","We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now"
"1510","ham","Sorry, I'll call later"
"1511","spam","Please CALL 08712402902 immediately as there is an urgent message waiting for you."
"1512","ham","I wont touch you with out your permission."
"1513","ham","I dont know ask to my brother. Nothing problem some thing that. Just i told ."
"1514","ham","Oh ho. Is this the first time u use these type of words"
"1515","spam","FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
"1516","ham","Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
"1517","ham","Does daddy have a bb now."
"1518","ham","What are youdoing later? Sar xxx"
"1519","ham","All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?"
"1520","ham","8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
"1521","ham","Sorry, I'll call later"
"1522","ham","R u over scratching it?"
"1523","spam","FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
"1524","ham","Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"
"1525","ham","Should I tell my friend not to come round til like  # ish?"
"1526","ham","Is that seriously how you spell his name?"
"1527","ham","Ela kano.,il download, come wen ur free.."
"1528","ham","Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
"1529","ham","Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
"1530","ham","Do you work all this week ?"
"1531","ham","Yo guess what I just dropped"
"1532","ham","Hows that watch resizing"
"1533","ham","Well good morning mr . Hows london treatin' ya treacle?"
"1534","ham","How about clothes, jewelry, and trips?"
"1535","ham","Ooooooh I forgot to tell u I can get on yoville on my phone"
"1536","ham","You have registered Sinco as Payee. Log in at icicibank.com and enter URN  #  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone."
"1537","ham","Host-based IDPS for linux systems."
"1538","ham","Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
"1539","ham","Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
"1540","ham","Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? "
"1541","ham","Must come later.. I normally bathe him in da afternoon mah.."
"1542","ham","Lol I would but despite these cramps I like being a girl."
"1543","ham","U having lunch alone? I now so bored..."
"1544","ham","Mostly sports type..lyk footbl,crckt.."
"1545","ham","I am not at all happy with what you saying or doing"
"1546","ham","Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God."
"1547","ham","No. To be nosy I guess. Idk am I over reacting if I'm freaked?"
"1548","ham","LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
"1549","ham","Do you think i can move  #  in a week"
"1550","ham","New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
"1551","ham","Good morning. At the repair shop--the ONLY reason i'm up at this hour."
"1552","ham","Uncle G, just checking up on you. Do have a rewarding month"
"1553","ham","See the forwarding message for proof"
"1554","ham","K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
"1555","ham","Where did u go? My phone is gonna die you have to stay in here"
"1556","ham","Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon."
